"PERIODO","RUBRO","TIPO_PRESTACION","BARRIO","total","COMUNA"
201301,"QUEJA","QUEJA","PARQUE CHAS",1,15
201301,"QUEJA","QUEJA","PARQUE PATRICIOS",15,4
201301,"QUEJA","QUEJA","PATERNAL",2,15
201301,"QUEJA","QUEJA","RECOLETA",5,2
201301,"QUEJA","QUEJA","SAAVEDRA",4,12
201301,"QUEJA","QUEJA","SAN CRISTOBAL",1,3
201301,"QUEJA","QUEJA","SAN NICOLAS",307,1
201301,"QUEJA","QUEJA","SAN TELMO",1,1
201301,"QUEJA","QUEJA","VELEZ SARSFIELD",3,10
201301,"QUEJA","QUEJA","VERSALLES",3,10
201301,"QUEJA","QUEJA","VILLA CRESPO",5,15
201301,"QUEJA","QUEJA","VILLA DEL PARQUE",6,11
201301,"QUEJA","QUEJA","VILLA DEVOTO",15,11
201301,"QUEJA","QUEJA","VILLA GRAL. MITRE",2,11
201301,"QUEJA","QUEJA","VILLA LUGANO",7,8
201301,"QUEJA","QUEJA","VILLA PUEYRREDON",3,12
201301,"QUEJA","QUEJA","VILLA REAL",2,10
201301,"QUEJA","QUEJA","VILLA RIACHUELO",21,8
201301,"QUEJA","QUEJA","VILLA SANTA RITA",6,11
201301,"QUEJA","QUEJA","VILLA SOLDATI",2,8
201301,"QUEJA","QUEJA","VILLA URQUIZA",9,12
201301,"RECITALES / SHOWS EN VIVO","DENUNCIA","PALERMO",1,14
201301,"RECITALES / SHOWS EN VIVO","DENUNCIA","PATERNAL",1,15
201301,"RECUPERADORES","DENUNCIA","ALMAGRO",1,5
201301,"RECUPERADORES","DENUNCIA","CABALLITO",1,6
201301,"RECUPERADORES","DENUNCIA","MONSERRAT",1,1
201301,"RECUPERADORES","DENUNCIA","NUEVA POMPEYA",1,4
201301,"RECUPERADORES","DENUNCIA","PALERMO",1,14
201301,"RECUPERADORES","DENUNCIA","SAN NICOLAS",1,1
201301,"RECUPERADORES","DENUNCIA","SAN TELMO",2,1
201301,"RECUPERADORES","DENUNCIA","VERSALLES",1,10
201301,"RECUPERADORES","RECLAMO","AGRONOMIA",1,15
201301,"RECUPERADORES","RECLAMO","ALMAGRO",1,5
201301,"RECUPERADORES","RECLAMO","BALVANERA",1,3
201301,"RECUPERADORES","RECLAMO","BARRACAS",2,4
201301,"RECUPERADORES","RECLAMO","CABALLITO",1,6
201301,"RECUPERADORES","RECLAMO","CONSTITUCION",1,1
201301,"RECUPERADORES","RECLAMO","FLORES",1,7
201301,"RECUPERADORES","RECLAMO","RECOLETA",1,2
201301,"RECUPERADORES","RECLAMO","SAN NICOLAS",3,1
201301,"RECUPERADORES","RECLAMO","VILLA LURO",2,10
201301,"RECUPERADORES","RECLAMO","VILLA RIACHUELO",1,8
201301,"REGALERIA / BAZAR / ANTIG","","",NA,NA
